SAnorm_score,stars
7.483314773547883,4
6.4142698058981855,3
1.414213562373095,4
6.531972647421809,2
7.559289460184544,4
1.414213562373095,3
8.75,4
0.7071067811865475,3
4.157609203101499,4
2.3094010767585034,4
6.882472016116853,3
2.3094010767585034,5
4.242640687119285,3
4.618802153517007,3
0.7559289460184544,5
8.333333333333334,3
2.0,3
5.27656187902292,5
2.82842712474619,3
4.714951667914447,5
4.5,3
4.242640687119285,4
6.123724356957946,3
2.5,5
6.75,4
4.333333333333333,5
0.5,3
4.221158824088691,4
5.366563145999495,4
4.898979485566357,4
4.242640687119285,3
5.0,4
6.940220937885672,4
5.333333333333333,5
9.70725343394151,5
6.543303050815759,5
6.80336051416609,5
5.692099788303082,5
6.80336051416609,5
4.913538149119954,3
0.0,2
4.743416490252569,5
4.522670168666455,3
5.715476066494083,5
4.898979485566357,4
3.8729833462074166,5
1.507556722888818,4
5.505977612893481,4
8.55235974119758,5
-0.30151134457776363,4
-0.22941573387056174,5
4.901894677425396,3
4.00693842672377,5
7.201190377787749,4
4.08248290463863,5
4.743416490252569,4
4.9923017660270625,4
2.3333333333333335,4
4.008918628686366,5
5.185449728701349,4
4.949747468305833,4
1.7888543819998317,4
5.728715546977509,3
6.639528095680697,5
5.27656187902292,5
3.401680257083045,5
6.5484618759809905,5
4.0,3
9.66379267621615,5
2.8577380332470415,5
-0.8164965809277261,4
3.0,5
3.951316644589048,4
4.596194077712559,5
7.505553499465135,4
2.82842712474619,3
5.303300858899106,5
-3.7416573867739413,1
3.9196474795109273,4
4.913538149119954,5
3.6742346141747673,4
8.043152845265823,5
-2.0,2
0.4082482904638631,5
1.889822365046136,4
2.412090756622109,3
1.697749375254331,3
3.181980515339464,4
4.157609203101499,5
1.4142135623730951,5
6.425396041156863,4
6.313641498019764,5
1.1094003924504583,5
0.2886751345948129,1
5.590169943749474,3
4.907477288111819,5
6.5,5
5.578319375835658,4
3.1304951684997055,4
4.949747468305833,4
4.4907311951024935,4
1.889822365046136,4
5.669467095138408,5
3.779644730092272,4
4.913538149119954,3
0.8164965809277261,4
0.6666666666666666,1
6.047431568147635,5
9.346851681910673,5
4.437601569801833,5
3.5355339059327373,5
7.756717518813398,5
6.010407640085654,5
5.612486080160912,4
2.138089935299395,3
6.83536555146996,4
7.071067811865475,5
2.8867513459481287,1
4.913538149119954,4
2.0851441405707476,2
2.9417420270727606,3
2.2677868380553634,3
4.041451884327381,4
3.464101615137755,5
6.666666666666667,5
4.2,5
4.0,3
2.846049894151541,4
0.2672612419124244,2
1.7320508075688774,3
2.7529888064467407,4
8.497058314499201,5
2.138089935299395,3
2.0,5
-0.2581988897471611,2
5.196152422706632,4
-2.0,3
6.425396041156863,5
9.458889376416986,4
4.242640687119285,5
5.5,5
5.3452248382484875,5
8.262364471909155,5
3.8829013735766043,4
9.03696114115064,5
4.47213595499958,4
6.260990336999411,4
1.386750490563073,5
3.0,5
4.041451884327381,5
0.22941573387056174,1
6.790997501017324,5
6.0,4
11.156638751671316,5
4.919349550499537,4
10.842749530967888,5
3.0,5
6.948792289723034,5
-1.7888543819998317,4
4.913538149119954,5
4.0,5
3.1304951684997055,4
-2.3094010767585034,2
2.42535625036333,2
6.934760925288564,5
6.80336051416609,5
3.6181361349331636,3
6.333333333333333,4
6.128258770283413,4
5.0,5
2.4053511772118195,2
10.394023007753749,5
1.889822365046136,3
3.779644730092272,5
6.196773353931867,4
5.196152422706632,3
2.8577380332470415,3
5.5,5
-1.8090680674665818,4
0.0,1
-2.0,2
-0.3779644730092272,3
-2.2677868380553634,1
-0.5773502691896258,1
3.0237157840738176,3
-0.769800358919501,2
-1.0,2
-0.8944271909999159,3
3.015113445777636,5
-0.5,2
-2.0,2
0.4082482904638631,3
-1.0327955589886444,1
2.4494897427831783,4
0.0,2
1.0,3
2.5,2
2.4494897427831783,2
3.5355339059327373,2
2.5,4
6.047431568147635,4
4.157609203101499,4
1.3333333333333333,2
0.35355339059327373,2
0.0,4
0.4082482904638631,3
2.886751345948129,4
-2.886751345948129,1
0.5,3
-0.31622776601683794,3
-0.8944271909999159,1
3.7527767497325675,3
2.0,3
-2.0,2
0.0,2
1.6666666666666667,3
5.0,2
1.7677669529663687,3
5.65685424949238,3
-2.0,1
6.3790522565901355,3
-2.0,1
-0.4472135954999579,2
0.8944271909999159,1
3.2659863237109046,3
-0.5,2
3.6380343755449944,3
3.6742346141747673,3
4.949747468305833,4
-1.414213562373095,2
-1.414213562373095,1
2.5,2
4.427188724235731,3
-2.0,3
5.728715546977509,3
5.125692857821981,5
0.7559289460184544,1
4.5,4
6.123724356957946,4
0.0,2
3.75,5
4.5,4
4.041451884327381,5
0.8944271909999159,2
3.5777087639996634,2
-0.4082482904638631,1
-0.31622776601683794,2
0.7071067811865475,3
-1.889822365046136,1
-5.4272042023997455,1
0.7071067811865475,2
0.7071067811865475,1
4.0,4
5.366563145999495,5
4.024922359499621,3
6.531972647421809,5
4.543441112511214,4
2.0124611797498106,4
-2.886751345948129,4
3.5355339059327373,4
2.6832815729997477,5
1.7320508075688774,3
5.547001962252292,3
1.8973665961010275,3
2.5,3
-0.2182178902359924,2
4.902903378454601,4
4.85071250072666,4
6.030226891555272,4
2.9848100289785457,4
1.8569533817705188,1
2.0,2
4.907477288111819,3
4.041451884327381,4
3.1754264805429417,3
2.32379000772445,4
1.3333333333333333,4
-0.17407765595569785,4
1.2649110640673518,2
2.0,2
1.2247448713915892,3
0.7071067811865475,4
-1.2,2
4.5,4
5.077963596336064,4
2.3333333333333335,2
3.7416573867739413,4
1.697749375254331,2
6.880975663883468,4
3.181980515339464,3
3.061862178478973,4
5.25,3
0.48507125007266594,2
1.8973665961010275,3
-0.8528028654224417,2
3.0641293851417064,2
4.0,5
1.3333333333333333,2
6.0,5
7.613508865259127,3
-0.48507125007266594,1
-2.82842712474619,2
4.714045207910317,3
0.9045340337332909,2
2.401922307076307,1
4.314554973040049,2
4.919349550499537,4
7.506518906054692,4
6.090776713655637,5
3.1754264805429417,4
2.2677868380553634,4
2.23606797749979,3
4.478342947514801,2
-0.4472135954999579,3
-0.8660254037844387,3
1.1094003924504583,2
4.618802153517007,3
6.0,5
3.9196474795109273,1
3.5355339059327373,5
6.0,5
1.1547005383792517,4
0.0,3
-2.0,2
4.618802153517007,5
3.0237157840738176,2
5.30722777603022,5
2.23606797749979,4
-3.181980515339464,2
-4.024922359499621,1
0.0,2
4.5,4
5.715476066494083,5
2.82842712474619,1
1.0,1
4.041451884327381,4
3.0,5
4.535573676110727,5
5.773502691896258,5
2.82842712474619,3
7.7658027471532085,5
-2.1213203435596424,1
5.65685424949238,4
4.4907311951024935,5
2.0,1
5.5,3
-2.4494897427831783,1
4.041451884327381,5
3.5355339059327373,4
1.5,1
4.618802153517007,4
-1.5118578920369088,1
6.7082039324993685,4
1.6329931618554523,4
-1.0,1
4.041451884327381,4
4.5,4
4.618802153517007,3
-2.0,5
6.0,5
-2.5,1
3.464101615137755,2
0.7071067811865475,1
-0.5773502691896258,1
1.7888543819998317,1
1.7320508075688774,5
3.5355339059327373,4
0.5773502691896258,3
2.6457513110645903,5
6.260990336999411,4
4.041451884327381,5
3.5777087639996634,4
-2.0,2
2.0,4
6.260990336999411,3
4.596194077712559,3
1.0,1
5.65685424949238,5
2.840187787218772,3
4.618802153517007,4
4.0,4
-2.5,1
4.535573676110727,5
5.196152422706632,4
6.531972647421809,4
4.913538149119954,5
5.196152422706632,4
2.0,4
4.949747468305833,3
0.0,5
-3.401680257083045,2
3.0,4
4.242640687119285,4
6.5,5
9.648363026488436,5
6.531972647421809,5
5.30722777603022,4
4.618802153517007,4
5.813776741499453,4
8.743828992755144,5
6.425396041156863,4
5.65685424949238,5
7.155417527999327,5
3.401680257083045,4
4.041451884327381,4
4.041451884327381,5
8.854377448471462,5
4.898979485566357,5
8.285098499285157,5
6.333333333333333,5
-0.30151134457776363,3
2.6832815729997477,4
9.0,5
5.303300858899106,4
7.181324987175317,5
7.071067811865475,5
8.442317648177381,5
8.043152845265823,4
4.024922359499621,5
7.273238618387272,4
2.3094010767585034,2
5.196152422706632,5
6.260990336999411,5
5.196152422706632,5
4.898979485566357,5
6.363961030678928,5
5.669467095138408,4
5.813776741499453,5
7.071067811865475,4
2.8577380332470415,5
6.6332495807108,5
9.192388155425117,5
6.010407640085654,5
8.48528137423857,5
7.7781745930520225,5
4.5,5
6.940220937885672,5
5.366563145999495,5
5.692099788303082,3
9.803060746521975,5
6.717514421272201,4
3.401680257083045,4
7.756717518813398,5
4.47213595499958,5
8.660254037844387,4
5.2915026221291805,5
4.949747468305833,5
2.82842712474619,4
6.940220937885672,2
-1.1547005383792517,5
2.6832815729997477,5
4.024922359499621,4
6.0,2
4.024922359499621,3
0.9045340337332909,2
6.047431568147635,5
4.157609203101499,5
10.67156750159865,5
5.366563145999495,1
4.47213595499958,5
6.666666666666667,5
6.090776713655637,3
0.0,1
6.260990336999411,5
4.041451884327381,2
4.47213595499958,5
7.341303483857976,5
5.303300858899106,5
-2.23606797749979,1
4.522670168666455,5
8.819620983110005,5
6.92820323027551,3
6.80336051416609,4
6.062177826491071,5
6.948792289723034,5
5.196152422706632,5
3.3333333333333335,2
0.8164965809277261,2
6.260990336999411,5
0.5,2
5.813776741499453,5
-0.7071067811865475,2
4.618802153517007,3
2.5,4
10.660035817780521,5
4.0,5
3.3333333333333335,5
4.157609203101499,5
7.0,5
1.8973665961010275,3
8.0,5
1.2247448713915892,1
7.3484692283495345,4
-2.1213203435596424,1
-1.0,1
3.0,5
4.0,5
4.437601569801833,5
4.913538149119954,1
5.3452248382484875,5
6.260990336999411,5
6.3508529610858835,5
4.47213595499958,1
8.082903768654761,5
5.196152422706632,2
4.041451884327381,5
5.692099788303082,5
4.27617987059879,5
5.2915026221291805,5
1.7320508075688774,5
0.0,5
3.2659863237109046,4
6.255432421712244,3
2.4494897427831783,4
4.008918628686366,4
3.1304951684997055,4
3.198010745334156,4
3.181980515339464,5
4.0,4
3.3166247903554,5
-1.5118578920369088,4
1.414213562373095,3
4.913538149119954,5
5.0,3
3.7527767497325675,5
-0.8164965809277261,2
5.077963596336064,4
4.596194077712559,4
-1.1338934190276817,3
5.65685424949238,4
0.0,3
0.48507125007266594,2
4.596194077712559,3
1.8090680674665818,2
2.412090756622109,3
2.23606797749979,4
4.58257569495584,4
2.182178902359924,2
-2.1105794120443453,2
3.7527767497325675,5
3.6181361349331636,3
-0.9428090415820635,2
4.041451884327381,5
2.846049894151541,3
2.23606797749979,4
7.7658027471532085,2
4.714045207910317,1
1.0606601717798212,3
4.913538149119954,4
4.08248290463863,4
4.27617987059879,4
4.08248290463863,5
2.598076211353316,2
4.131182235954578,5
3.162277660168379,4
1.507556722888818,3
2.6457513110645903,3
2.23606797749979,4
3.464101615137755,5
8.528028654224418,3
7.333333333333333,5
3.927922024247863,5
4.1461399144838555,5
5.669467095138408,4
4.024922359499621,4
1.507556722888818,5
2.5298221281347035,4
2.6726124191242437,4
1.1547005383792517,3
4.041451884327381,5
4.364357804719848,4
6.639528095680697,4
2.886751345948129,1
4.898979485566357,4
0.7071067811865475,3
4.041451884327381,3
4.535573676110727,4
3.0,3
6.062177826491071,4
1.3416407864998738,5
1.5118578920369088,2
6.147008563985761,4
0.8944271909999159,5
4.157609203101499,3
0.7559289460184544,3
6.260990336999411,4
-2.0,3
6.063390625908324,4
3.0,4
-0.4082482904638631,2
6.97137002317335,4
3.5777087639996634,3
4.041451884327381,4
-0.3779644730092272,3
4.0,4
1.5,2
1.1547005383792517,3
0.5,3
3.5777087639996634,3
3.1304951684997055,4
7.0,4
5.30722777603022,4
1.8973665961010275,2
1.5,4
5.715476066494083,4
4.242640687119285,3
0.7071067811865475,5
5.196152422706632,5
4.157609203101499,4
5.813776741499453,4
4.08248290463863,4
2.041241452319315,5
3.794733192202055,4
6.260990336999411,5
4.618802153517007,5
5.4272042023997455,3
0.5773502691896258,3
3.0,3
5.30722777603022,4
2.5298221281347035,4
0.2672612419124244,3
-3.2118202741878643,1
2.138089935299395,2
3.5355339059327373,3
3.464101615137755,3
4.618802153517007,5
5.715476066494083,5
4.08248290463863,4
5.65685424949238,4
4.041451884327381,5
1.5,2
4.157609203101499,3
2.041241452319315,4
5.2915026221291805,5
3.0,5
3.5355339059327373,3
1.8708286933869707,3
0.7071067811865475,2
4.4907311951024935,2
3.2659863237109046,3
6.5,3
0.5773502691896258,4
7.071067811865475,4
4.666666666666667,3
0.0,4
6.6332495807108,5
1.7888543819998317,4
4.618802153517007,4
3.401680257083045,3
1.0,4
5.692099788303082,5
5.375872022286244,4
2.0,4
2.8577380332470415,4
3.6742346141747673,5
3.2071349029490928,3
4.5,4
5.2915026221291805,5
4.4907311951024935,4
7.505553499465135,4
3.464101615137755,3
3.0,4
5.5,3
5.692099788303082,4
1.3333333333333333,4
2.82842712474619,5
2.8577380332470415,4
6.5,4
5.303300858899106,4
3.0,4
2.23606797749979,4
6.363961030678928,3
0.5773502691896258,3
5.0,4
6.0,4
3.1754264805429417,3
7.559289460184544,4
6.363961030678928,4
5.669467095138408,5
5.5,4
5.303300858899106,4
5.30722777603022,4
4.898979485566357,4
6.123724356957946,4
0.5,4
4.242640687119285,3
7.937253933193771,4
6.363961030678928,5
7.794228634059948,5
2.0,4
4.242640687119285,4
2.0,2
5.813776741499453,4
7.505553499465135,4
3.779644730092272,5
2.6832815729997477,3
4.4907311951024935,4
6.0,4
6.80336051416609,4
1.414213562373095,4
2.0,4
4.913538149119954,4
5.0,4
4.041451884327381,4
4.0,4
6.123724356957946,5
7.273238618387272,4
1.7320508075688774,4
1.1547005383792517,4
1.8973665961010275,4
2.23606797749979,2
2.4748737341529163,4
5.0,4
4.618802153517007,5
6.957010852370434,3
1.3333333333333333,3
-0.8320502943378437,1
6.92820323027551,5
11.403946685248927,5
9.346851681910673,4
5.375872022286244,5
8.597853041491051,5
10.539303728279354,4
7.333333333333333,4
3.5,4
5.65685424949238,4
0.6324555320336759,3
3.1304951684997055,2
4.0,4
7.505553499465135,5
8.0,3
7.7658027471532085,4
7.0,4
9.621404708847278,4
8.442317648177381,5
8.660254037844387,4
0.4472135954999579,1
3.5355339059327373,1
9.2951600308978,5
3.6742346141747673,2
6.717514421272201,3
6.10170215847752,5
-2.5,1
6.00832755431992,3
4.024922359499621,5
7.505553499465135,5
6.00832755431992,5
3.1304951684997055,4
7.761140001162655,4
4.898979485566357,3
3.2659863237109046,3
0.8944271909999159,2
5.692099788303082,4
1.6666666666666667,1
4.919349550499537,4
2.1213203435596424,1
6.363961030678928,4
5.0,4
8.27345151674922,5
3.0,4
3.464101615137755,2
4.221158824088691,4
9.346851681910673,4
4.596194077712559,4
7.3484692283495345,3
-4.919349550499537,2
-3.771236166328254,1
-0.5,2
4.437601569801833,4
-2.3094010767585034,2
4.5,3
4.4907311951024935,4
-0.2773500981126146,2
2.6666666666666665,3
0.0,4
4.898979485566357,4
3.5355339059327378,3
3.8829013735766043,3
4.25,2
4.242640687119285,5
3.464101615137755,3
4.666666666666667,5
5.612486080160912,4
0.6666666666666666,3
1.1338934190276817,3
8.573214099741124,5
6.010407640085654,4
3.181980515339464,5
2.82842712474619,3
3.5355339059327373,3
-1.0,4
3.0237157840738176,4
8.314827937868806,4
4.242640687119285,5
1.7888543819998317,3
1.6641005886756874,2
1.6666666666666667,3
4.75,4
0.0,3
3.0,3
0.0,4
6.948792289723034,2
0.0,3
3.0,3
-0.3779644730092272,2
3.478505426185217,3
2.6457513110645903,2
1.0,4
2.4494897427831783,4
3.5777087639996634,3
1.0,4
3.464101615137755,3
4.5,5
1.889822365046136,4
3.6055512754639896,3
0.0,4
6.3508529610858835,4
1.6329931618554523,5
4.898979485566357,4
0.7071067811865475,5
3.5355339059327373,3
2.1213203435596424,3
2.82842712474619,3
6.425396041156863,3
1.3416407864998738,4
4.0,3
3.3166247903554,3
6.894291116568838,4
2.82842712474619,4
4.129483209670111,3
0.0,3
1.0606601717798212,3
-1.1338934190276817,1
4.90361647617904,4
4.898979485566357,4
4.4907311951024935,4
6.957010852370434,4
-4.115966043420212,2
5.65685424949238,4
0.5773502691896258,3
2.4494897427831783,5
1.5,3
7.559289460184544,4
3.5355339059327373,4
8.369089954509192,4
8.01387685344754,5
1.2247448713915892,5
2.4494897427831783,2
7.839294959021855,5
3.6181361349331636,5
6.92820323027551,4
-2.2188007849009166,1
5.65685424949238,4
5.824352060364906,3
3.181980515339464,5
1.7320508075688774,4
4.024922359499621,4
0.9486832980505138,5
5.303300858899106,4
6.546536707079771,4
5.4272042023997455,5
8.488382153210784,4
4.913538149119954,3
5.047146145152358,4
3.5355339059327373,3
3.0,4
5.484827557301445,4
2.8577380332470415,4
6.047431568147635,4
-0.9486832980505138,2
3.6666666666666665,4
0.2672612419124244,3
5.2915026221291805,4
8.25,4
-0.5773502691896258,1
7.483314773547883,4
4.437601569801833,2
5.375872022286244,4
4.427188724235731,3
5.484827557301445,5
9.383369280147672,5
1.7677669529663687,3
7.211102550927979,3
6.931810730249348,4
4.358898943540673,2
8.9489291724392,5
6.123724356957946,5
5.824352060364906,4
-1.507556722888818,2
2.23606797749979,3
9.216353751380653,5
5.484827557301445,4
-2.5,2
1.8973665961010275,4
-4.041451884327381,1
6.0,4
6.940220937885672,3
4.535573676110727,3
1.1547005383792517,2
6.3508529610858835,4
8.017837257372731,4
0.0,1
7.071067811865475,4
5.0,4
6.934760925288564,4
2.886751345948129,3
4.008918628686366,4
5.366563145999495,3
3.464101615137755,3
1.3416407864998738,4
5.813776741499453,4
3.6742346141747673,4
4.041451884327381,4
6.260990336999411,5
4.041451884327381,4
0.0,5
-0.7071067811865475,3
3.0,4
1.3416407864998738,3
4.618802153517007,3
3.779644730092272,4
5.2915026221291805,4
3.5355339059327373,2
5.5,5
2.23606797749979,4
3.1304951684997055,3
6.7082039324993685,4
6.333333333333333,3
6.717514421272201,4
3.464101615137755,4
5.375872022286244,3
4.110960958218893,3
4.08248290463863,4
4.242640687119285,5
2.23606797749979,4
4.898979485566357,4
7.216878364870323,3
3.0237157840738176,3
6.425396041156863,3
6.425396041156863,4
2.0,4
3.5355339059327373,3
1.414213562373095,3
4.596194077712559,4
7.839294959021855,3
5.2915026221291805,3
8.0,3
5.715476066494083,4
5.196152422706632,4
3.5355339059327373,4
6.7082039324993685,4
7.0,4
5.0,5
4.333333333333333,3
6.957010852370434,3
3.0,3
-4.242640687119285,1
0.0,2
3.5777087639996634,4
3.5,3
4.913538149119954,3
3.2659863237109046,4
2.0,3
3.0,4
2.0,2
2.82842712474619,4
6.047431568147635,3
1.414213562373095,4
3.464101615137755,4
3.401680257083045,4
0.0,2
4.041451884327381,4
2.0,2
2.3094010767585034,4
0.5,1
6.531972647421809,4
6.0,5
4.242640687119285,3
3.0,3
2.5,1
6.531972647421809,4
4.08248290463863,3
3.0,4
6.123724356957946,4
2.0,3
2.886751345948129,3
5.269651864139677,4
0.0,2
3.5355339059327373,4
7.333333333333333,3
2.82842712474619,1
2.1213203435596424,1
3.8890872965260113,3
3.0,4
3.05085107923876,3
2.6832815729997477,4
4.242640687119285,2
5.2915026221291805,3
3.1304951684997055,3
3.5777087639996634,5
5.669467095138408,5
2.886751345948129,5
3.0237157840738176,4
2.886751345948129,1
3.1304951684997055,5
1.414213562373095,3
4.743416490252569,5
5.30722777603022,5
2.0,4
3.464101615137755,4
5.773502691896258,5
2.0,1
5.715476066494083,3
0.7071067811865475,3
3.779644730092272,4
1.507556722888818,1
0.0,5
2.0,4
3.464101615137755,4
5.269651864139677,5
3.2659863237109046,4
4.110960958218893,4
-3.401680257083045,1
7.794228634059948,4
4.666666666666667,5
3.75,3
0.7071067811865475,2
3.478505426185217,4
3.0237157840738176,4
-1.1094003924504583,3
2.5,5
4.08248290463863,4
3.464101615137755,2
4.041451884327381,5
3.8890872965260113,5
4.596194077712559,4
1.5,5
5.4272042023997455,5
0.6030226891555273,1
4.949747468305833,5
3.779644730092272,5
0.0,5
4.4907311951024935,5
1.2247448713915892,1
2.1213203435596424,5
5.728715546977509,4
5.65685424949238,5
2.23606797749979,5
4.913538149119954,3
1.5,4
4.0,3
-0.6324555320336759,3
3.464101615137755,5
3.0,3
4.743416490252569,4
-5.047146145152358,1
10.370899457402698,5
4.242640687119285,5
6.3790522565901355,4
2.065591117977289,2
5.9648090806346055,4
6.0,3
2.5,4
7.0710678118654755,5
6.331738236133036,3
4.47213595499958,3
3.3333333333333335,4
11.327415628800164,5
2.1320071635561044,3
7.559289460184544,2
-1.1547005383792517,3
8.549090976340066,4
5.196152422706632,5
1.5118578920369088,3
6.0,5
0.31622776601683794,2
7.905694150420948,5
5.059644256269407,4
5.65685424949238,4
9.391485505499116,5
5.30722777603022,4
7.602631123499284,3
1.7320508075688772,2
7.58946638440411,4
5.30722777603022,3
4.0,2
9.19238815542512,4
1.7320508075688774,4
7.833333333333333,5
10.606601717798213,5
6.123724356957946,4
8.731282501307987,4
2.041241452319315,4
-0.5773502691896258,4
6.666666666666667,4
8.6,4
7.505553499465135,5
10.91089451179962,5
8.262364471909155,4
4.27617987059879,4
8.333333333333334,3
7.25,4
3.0,3
6.688444820557844,5
3.328201177351375,3
3.181980515339464,5
3.3333333333333335,4
7.570719217728538,3
6.425396041156863,5
2.0,4
7.58946638440411,4
11.726039399558573,5
4.041451884327381,5
6.425396041156863,3
4.898979485566357,3
6.531972647421809,4
8.246211251235321,4
5.375872022286244,5
3.1304951684997055,3
11.156638751671316,5
10.069756700139283,3
1.414213562373095,3
8.017837257372731,4
5.0,5
6.333333333333333,5
3.162277660168379,3
6.882472016116853,4
6.2,3
8.181649829917799,3
9.369164850721754,4
9.237604307034012,3
4.849343154722923,2
-1.5118578920369088,1
4.810702354423639,4
5.656854249492381,3
3.2118202741878643,1
5.099019513592785,4
8.763560920082657,2
2.0,3
10.398938937914904,4
5.656854249492381,4
8.981462390204987,4
5.422176684690384,3
1.885618083164127,3
1.414213562373095,3
4.75,2
5.9196002117260145,2
5.75,4
9.458889376416986,5
4.949747468305833,4
5.30722777603022,4
4.74692883171144,3
5.612486080160912,3
4.008918628686366,2
2.7136021011998728,3
5.858449331643022,1
3.464101615137755,4
7.370307223679931,3
9.644946863513557,4
2.2135943621178655,3
9.878291611472621,3
5.422176684690384,3
9.603920767980494,3
6.1942248145051675,3
9.4,4
3.8,3
5.824352060364906,4
3.1529631254723287,3
7.311261550139309,3
2.846049894151541,3
7.427813527082075,3
8.763560920082657,3
5.5432186252458715,4
6.639528095680697,3
6.572670690061993,3
6.740358479519649,2
11.166666666666666,3
4.2485291572496005,2
1.1547005383792517,3
6.75,3
1.6222142113076254,4
2.919201796799047,2
9.284766908852594,3
8.629109946080098,3
9.38083151964686,2
5.75,2
4.9923017660270625,5
2.8577380332470415,4
7.7658027471532085,4
-1.0,3
5.484827557301445,3
6.3639610306789285,3
2.0,1
1.5811388300841895,5
1.414213562373095,3
6.0,4
5.0,4
4.333333333333333,2
6.948792289723034,3
6.062177826491071,4
4.041451884327381,4
6.425396041156863,3
3.779644730092272,4
5.65685424949238,4
1.5118578920369088,4
6.0,5
3.464101615137755,4
3.2659863237109046,4
8.660254037844387,5
4.907477288111819,3
3.5777087639996634,2
3.8,4
3.6742346141747673,2
7.0,4
7.778174593052023,4
9.237604307034013,4
7.745966692414833,5
6.666666666666667,4
4.949747468305833,4
5.333333333333333,4
2.1213203435596424,3
6.717514421272201,4
3.478505426185217,4
5.65685424949238,3
5.366563145999495,3
3.2,4
4.157609203101499,3
1.9414506867883021,3
6.717514421272201,4
6.305926250944657,4
4.0,5
4.905778905196061,3
5.879747322073337,4
7.3484692283495345,4
8.778762251403478,3
3.3166247903554,2
6.948792289723034,4
3.6666666666666665,3
9.0,5
7.505553499465135,4
6.079600189283705,3
5.692099788303082,4
5.5,4
8.6,4
3.5,4
4.949747468305833,5
10.73312629199899,4
4.743416490252569,5
8.25,4
2.82842712474619,1
4.5,4
6.5,4
3.401680257083045,4
7.071067811865475,3
2.886751345948129,4
3.328201177351375,4
7.794228634059948,3
3.464101615137755,4
6.363961030678928,2
8.5,5
4.024922359499621,3
7.559289460184544,4
6.80336051416609,3
4.08248290463863,4
4.5,4
5.269651864139677,2
8.875203139603666,5
7.273238618387272,4
5.669467095138408,2
6.9829724875517565,4
6.713171133426189,4
0.5,1
0.4472135954999579,1
6.3508529610858835,4
8.01387685344754,4
8.314827937868806,4
6.236413804652249,4
1.2247448713915892,4
5.335783750799325,4
5.422176684690384,3
0.2773500981126146,2
4.242640687119285,3
-1.75,1
6.4142698058981855,5
6.331738236133036,5
3.6055512754639896,4
7.937253933193771,2
1.5118578920369088,2
4.5,5
7.826237921249263,4
2.6678918753996625,3
5.666666666666667,5
3.464101615137755,4
4.008918628686366,4
6.062177826491071,5
-0.8660254037844387,1
4.242640687119286,4
2.412090756622109,4
4.4907311951024935,5
5.30722777603022,3
3.5,3
3.3333333333333335,4
0.0,3
6.599663291074444,4
4.898979485566357,4
0.2773500981126146,4
0.4082482904638631,3
4.587317109255645,4
3.181980515339464,4
-0.5345224838248488,2
4.381780460041329,3
4.522670168666455,4
10.1418510567422,3
3.2659863237109046,4
6.7082039324993685,4
3.779644730092272,4
4.160251471689219,4
4.47213595499958,5
1.697749375254331,3
-0.3333333333333333,2
6.196773353931867,4
2.041241452319315,3
3.7123106012293743,4
