word_count,review_count,SAnorm_score,stars,value_stars
199,53,6.260990336999411,4,4
41,53,5.5,3,4
40,53,3.0,3,2
60,53,-0.5773502691896258,2,1
53,53,4.618802153517007,2,3
75,53,4.242640687119285,4,3
45,53,6.047431568147635,4,4
115,53,2.0,2,1
63,53,4.898979485566357,4,3
20,53,5.5,4,4
64,53,1.1547005383792517,2,1
97,53,7.0,4,5
128,53,4.824181513244218,3,3
148,53,7.379024325749306,4,5
180,53,7.483314773547883,4,5
160,53,6.4142698058981855,3,4
67,53,1.414213562373095,4,1
24,53,6.531972647421809,2,5
205,53,7.559289460184544,4,5
41,53,1.414213562373095,3,1
168,53,8.75,4,5
22,53,0.7071067811865475,3,1
48,53,4.157609203101499,4,3
47,53,2.3094010767585034,4,2
246,53,6.882472016116853,3,5
58,53,2.3094010767585034,5,2
81,53,4.242640687119285,3,3
53,53,4.618802153517007,3,3
85,53,0.7559289460184544,5,1
79,53,8.333333333333334,3,5
46,53,2.0,3,1
262,53,5.27656187902292,5,4
88,53,2.82842712474619,3,2
170,53,4.714951667914447,5,3
69,53,4.5,3,3
76,53,4.242640687119285,4,3
60,53,6.123724356957946,3,4
71,53,2.5,5,2
159,53,6.75,4,5
80,53,4.333333333333333,5,3
28,53,0.5,3,1
96,53,4.221158824088691,4,3
121,53,5.366563145999495,4,4
163,53,4.898979485566357,4,3
145,53,4.242640687119285,3,3
24,53,5.0,4,3
83,53,6.940220937885672,4,5
119,73,5.333333333333333,5,4
144,73,9.70725343394151,5,5
271,73,6.543303050815759,5,5
67,73,6.80336051416609,5,5
91,73,5.692099788303082,5,4
57,73,6.80336051416609,5,5
361,73,4.913538149119954,3,3
185,73,0.0,2,1
164,73,4.743416490252569,5,3
211,73,4.522670168666455,3,3
53,73,5.715476066494083,5,4
85,73,4.898979485566357,4,3
146,73,3.8729833462074166,5,3
120,73,1.507556722888818,4,1
219,73,5.505977612893481,4,4
180,73,8.55235974119758,5,5
141,73,-0.30151134457776363,4,1
219,73,-0.22941573387056174,5,1
582,73,4.901894677425396,3,3
278,73,4.00693842672377,5,3
259,73,7.201190377787749,4,5
185,73,4.08248290463863,5,3
136,73,4.743416490252569,4,3
272,73,4.9923017660270625,4,3
53,73,2.3333333333333335,4,2
175,73,4.008918628686366,5,3
300,73,5.185449728701349,4,4
112,73,4.949747468305833,4,3
326,73,1.7888543819998317,4,1
178,73,5.728715546977509,3,4
126,73,6.639528095680697,5,5
255,73,5.27656187902292,5,4
74,73,3.401680257083045,5,2
297,73,6.5484618759809905,5,5
114,73,4.0,3,3
170,73,9.66379267621615,5,5
36,73,2.8577380332470415,5,2
122,73,-0.8164965809277261,4,1
107,73,3.0,5,2
519,73,3.951316644589048,4,3
58,73,4.596194077712559,5,3
207,73,7.505553499465135,4,5
81,73,2.82842712474619,3,2
85,73,5.303300858899106,5,4
263,73,-3.7416573867739413,1,1
192,73,3.9196474795109273,4,3
117,73,4.913538149119954,5,3
286,73,3.6742346141747673,4,2
158,73,8.043152845265823,5,5
110,73,-2.0,2,1
53,73,0.4082482904638631,5,1
78,73,1.889822365046136,4,1
232,73,2.412090756622109,3,2
234,73,1.697749375254331,3,1
102,73,3.181980515339464,4,2
87,73,4.157609203101499,5,3
276,73,1.4142135623730951,5,1
44,73,6.425396041156863,4,4
522,73,6.313641498019764,5,4
210,73,1.1094003924504583,5,1
160,73,0.2886751345948129,1,1
206,73,5.590169943749474,3,4
151,73,4.907477288111819,5,3
210,73,6.5,5,4
279,73,5.578319375835658,4,4
64,73,3.1304951684997055,4,2
217,73,4.949747468305833,4,3
70,73,4.4907311951024935,4,3
100,73,1.889822365046136,4,1
87,73,5.669467095138408,5,4
74,73,3.779644730092272,4,3
91,73,4.913538149119954,3,3
56,73,0.8164965809277261,4,1
104,69,0.6666666666666666,1,1
77,69,6.047431568147635,5,4
113,69,9.346851681910673,5,5
203,69,4.437601569801833,5,3
20,69,3.5355339059327373,5,2
179,69,7.756717518813398,5,5
170,69,6.010407640085654,5,4
235,69,5.612486080160912,4,4
221,69,2.138089935299395,3,2
214,69,6.83536555146996,4,5
90,69,7.071067811865475,5,5
235,69,2.8867513459481287,1,2
99,69,4.913538149119954,4,3
326,69,2.0851441405707476,2,2
346,69,2.9417420270727606,3,2
95,69,2.2677868380553634,3,2
49,69,4.041451884327381,4,3
26,69,3.464101615137755,5,2
77,69,6.666666666666667,5,5
379,69,4.2,5,3
87,69,4.0,3,3
115,69,2.846049894151541,4,2
241,69,0.2672612419124244,2,1
63,69,1.7320508075688774,3,1
170,69,2.7529888064467407,4,2
210,69,8.497058314499201,5,5
251,69,2.138089935299395,3,2
10,69,2.0,5,1
221,69,-0.2581988897471611,2,1
162,69,5.196152422706632,4,4
41,69,-2.0,3,1
96,69,6.425396041156863,5,4
171,69,9.458889376416986,4,5
18,69,4.242640687119285,5,3
81,69,5.5,5,4
114,69,5.3452248382484875,5,4
108,69,8.262364471909155,5,5
138,69,3.8829013735766043,4,3
172,69,9.03696114115064,5,5
89,69,4.47213595499958,4,3
72,69,6.260990336999411,4,4
132,69,1.386750490563073,5,1
41,69,3.0,5,2
45,69,4.041451884327381,5,3
275,69,0.22941573387056174,1,1
175,69,6.790997501017324,5,5
96,69,6.0,4,4
176,69,11.156638751671316,5,5
72,69,4.919349550499537,4,3
304,69,10.842749530967888,5,5
91,69,3.0,5,2
283,69,6.948792289723034,5,5
68,69,-1.7888543819998317,4,1
119,69,4.913538149119954,5,3
133,69,4.0,5,3
113,69,3.1304951684997055,4,2
229,69,-2.3094010767585034,2,1
233,69,2.42535625036333,2,2
90,69,6.934760925288564,5,5
84,69,6.80336051416609,5,5
139,69,3.6181361349331636,3,2
64,69,6.333333333333333,4,4
196,69,6.128258770283413,4,4
68,69,5.0,5,3
144,69,2.4053511772118195,2,2
346,69,10.394023007753749,5,5
87,69,1.889822365046136,3,1
39,69,3.779644730092272,5,3
230,69,6.196773353931867,4,4
109,81,5.196152422706632,3,4
109,81,2.8577380332470415,3,2
37,81,5.5,5,4
139,81,-1.8090680674665818,4,1
186,81,0.0,1,1
56,81,-2.0,2,1
182,81,-0.3779644730092272,3,1
52,81,-2.2677868380553634,1,1
40,81,-0.5773502691896258,1,1
147,81,3.0237157840738176,3,2
582,81,-0.769800358919501,2,1
148,81,-1.0,2,1
71,81,-0.8944271909999159,3,1
96,81,3.015113445777636,5,2
114,81,-0.5,2,1
117,81,-2.0,2,1
40,81,0.4082482904638631,3,1
499,81,-1.0327955589886444,1,1
147,81,2.4494897427831783,4,2
120,81,0.0,2,1
223,81,1.0,3,1
22,81,2.5,2,2
62,81,2.4494897427831783,2,2
156,81,3.5355339059327373,2,2
33,81,2.5,4,2
114,81,6.047431568147635,4,4
108,81,4.157609203101499,4,3
175,81,1.3333333333333333,2,1
95,81,0.35355339059327373,2,1
16,81,0.0,4,1
144,81,0.4082482904638631,3,1
38,81,2.886751345948129,4,2
95,81,-2.886751345948129,1,1
64,81,0.5,3,1
154,81,-0.31622776601683794,3,1
79,81,-0.8944271909999159,1,1
177,81,3.7527767497325675,3,2
22,81,2.0,3,1
95,81,-2.0,2,1
23,81,0.0,2,1
116,81,1.6666666666666667,3,1
104,81,5.0,2,3
175,81,1.7677669529663687,3,1
113,81,5.65685424949238,3,4
33,81,-2.0,1,1
174,81,6.3790522565901355,3,4
116,81,-2.0,1,1
250,81,-0.4472135954999579,2,1
114,81,0.8944271909999159,1,1
53,81,3.2659863237109046,3,2
131,81,-0.5,2,1
289,81,3.6380343755449944,3,2
44,81,3.6742346141747673,3,2
222,81,4.949747468305833,4,3
120,81,-1.414213562373095,2,1
193,81,-1.414213562373095,1,1
81,81,2.5,2,2
139,81,4.427188724235731,3,3
140,81,-2.0,3,1
160,81,5.728715546977509,3,4
191,81,5.125692857821981,5,4
39,81,0.7559289460184544,1,1
40,81,4.5,4,3
53,81,6.123724356957946,4,4
112,81,0.0,2,1
143,81,3.75,5,2
120,81,4.5,4,3
46,81,4.041451884327381,5,3
160,81,0.8944271909999159,2,1
57,81,3.5777087639996634,2,2
173,81,-0.4082482904638631,1,1
173,81,-0.31622776601683794,2,1
225,81,0.7071067811865475,3,1
112,81,-1.889822365046136,1,1
136,81,-5.4272042023997455,1,1
74,81,0.7071067811865475,2,1
37,81,0.7071067811865475,1,1
33,81,4.0,4,3
63,81,5.366563145999495,5,4
42,81,4.024922359499621,3,3
56,81,6.531972647421809,5,5
192,60,4.543441112511214,4,3
229,60,2.0124611797498106,4,2
81,60,-2.886751345948129,4,1
66,60,3.5355339059327373,4,2
35,60,2.6832815729997477,5,2
296,60,1.7320508075688774,3,1
325,60,5.547001962252292,3,4
289,60,1.8973665961010275,3,1
141,60,2.5,3,2
353,60,-0.2182178902359924,2,1
359,60,4.902903378454601,4,3
411,60,4.85071250072666,4,3
178,60,6.030226891555272,4,4
423,60,2.9848100289785457,4,2
515,60,1.8569533817705188,1,1
128,60,2.0,2,1
256,60,4.907477288111819,3,3
29,60,4.041451884327381,4,3
355,60,3.1754264805429417,3,2
247,60,2.32379000772445,4,2
289,60,1.3333333333333333,4,1
760,60,-0.17407765595569785,4,1
225,60,1.2649110640673518,2,1
40,60,2.0,2,1
106,60,1.2247448713915892,3,1
182,60,0.7071067811865475,4,1
389,60,-1.2,2,1
61,60,4.5,4,3
246,60,5.077963596336064,4,4
216,60,2.3333333333333335,2,2
257,60,3.7416573867739413,4,2
543,60,1.697749375254331,2,1
304,60,6.880975663883468,4,5
157,60,3.181980515339464,3,2
390,60,3.061862178478973,4,2
339,60,5.25,3,4
474,60,0.48507125007266594,2,1
163,60,1.8973665961010275,3,1
443,60,-0.8528028654224417,2,1
242,60,3.0641293851417064,2,2
341,60,4.0,5,3
518,60,1.3333333333333333,2,1
386,60,6.0,5,4
495,60,7.613508865259127,3,5
425,60,-0.48507125007266594,1,1
63,60,-2.82842712474619,2,1
395,60,4.714045207910317,3,3
243,60,0.9045340337332909,2,1
860,60,2.401922307076307,1,2
539,60,4.314554973040049,2,3
343,60,4.919349550499537,4,3
548,60,7.506518906054692,4,5
845,60,6.090776713655637,5,4
213,60,3.1754264805429417,4,2
123,60,2.2677868380553634,4,2
123,60,2.23606797749979,3,2
410,60,4.478342947514801,2,3
118,60,-0.4472135954999579,3,1
273,60,-0.8660254037844387,3,1
328,60,1.1094003924504583,2,1
70,78,4.618802153517007,3,3
40,78,6.0,5,4
181,78,3.9196474795109273,1,3
44,78,3.5355339059327373,5,2
35,78,6.0,5,4
37,78,1.1547005383792517,4,1
39,78,0.0,3,1
54,78,-2.0,2,1
60,78,4.618802153517007,5,3
123,78,3.0237157840738176,2,2
41,78,5.30722777603022,5,4
63,78,2.23606797749979,4,2
130,78,-3.181980515339464,2,1
63,78,-4.024922359499621,1,1
88,78,0.0,2,1
42,78,4.5,4,3
53,78,5.715476066494083,5,4
43,78,2.82842712474619,1,2
46,78,1.0,1,1
22,78,4.041451884327381,4,3
33,78,3.0,5,2
86,78,4.535573676110727,5,3
52,78,5.773502691896258,5,4
41,78,2.82842712474619,3,2
160,78,7.7658027471532085,5,5
118,78,-2.1213203435596424,1,1
92,78,5.65685424949238,4,4
62,78,4.4907311951024935,5,3
224,78,2.0,1,1
45,78,5.5,3,4
74,78,-2.4494897427831783,1,1
28,78,4.041451884327381,5,3
40,78,3.5355339059327373,4,2
78,78,1.5,1,1
45,78,4.618802153517007,4,3
93,78,-1.5118578920369088,1,1
64,78,6.7082039324993685,4,5
49,78,1.6329931618554523,4,1
20,78,-1.0,1,1
34,78,4.041451884327381,4,3
48,78,4.5,4,3
168,78,4.618802153517007,3,3
26,78,-2.0,5,1
51,78,6.0,5,4
93,78,-2.5,1,1
81,78,3.464101615137755,2,2
52,78,0.7071067811865475,1,1
41,78,-0.5773502691896258,1,1
215,78,1.7888543819998317,1,1
46,78,1.7320508075688774,5,1
32,78,3.5355339059327373,4,2
14,78,0.5773502691896258,3,1
73,78,2.6457513110645903,5,2
52,78,6.260990336999411,4,4
25,78,4.041451884327381,5,3
73,78,3.5777087639996634,4,2
85,78,-2.0,2,1
24,78,2.0,4,1
75,78,6.260990336999411,3,4
58,78,4.596194077712559,3,3
49,78,1.0,1,1
79,78,5.65685424949238,5,4
190,78,2.840187787218772,3,2
32,78,4.618802153517007,4,3
35,78,4.0,4,3
54,78,-2.5,1,1
43,78,4.535573676110727,5,3
33,78,5.196152422706632,4,4
93,78,6.531972647421809,4,5
72,78,4.913538149119954,5,3
23,78,5.196152422706632,4,4
37,78,2.0,4,1
67,78,4.949747468305833,3,3
21,78,0.0,5,1
55,78,-3.401680257083045,2,1
25,78,3.0,4,2
44,78,4.242640687119285,4,3
42,78,6.5,5,4
125,51,9.648363026488436,5,5
64,51,6.531972647421809,5,5
49,51,5.30722777603022,4,4
46,51,4.618802153517007,4,3
24,51,5.813776741499453,4,4
103,51,8.743828992755144,5,5
54,51,6.425396041156863,4,4
83,51,5.65685424949238,5,4
45,51,7.155417527999327,5,5
58,51,3.401680257083045,4,2
89,51,4.041451884327381,4,3
34,51,4.041451884327381,5,3
87,51,8.854377448471462,5,5
39,51,4.898979485566357,5,3
99,51,8.285098499285157,5,5
51,51,6.333333333333333,5,4
103,51,-0.30151134457776363,3,1
73,51,2.6832815729997477,4,2
106,51,9.0,5,5
85,51,5.303300858899106,4,4
95,51,7.181324987175317,5,5
53,51,7.071067811865475,5,5
108,51,8.442317648177381,5,5
114,51,8.043152845265823,4,5
42,51,4.024922359499621,5,3
71,51,7.273238618387272,4,5
46,51,2.3094010767585034,2,2
30,51,5.196152422706632,5,4
52,51,6.260990336999411,5,4
55,51,5.196152422706632,5,4
54,51,4.898979485566357,5,3
53,51,6.363961030678928,5,4
52,51,5.669467095138408,4,4
39,51,5.813776741499453,5,4
76,51,7.071067811865475,4,5
41,51,2.8577380332470415,5,2
86,51,6.6332495807108,5,5
87,51,9.192388155425117,5,5
71,51,6.010407640085654,5,4
33,51,8.48528137423857,5,5
52,51,7.7781745930520225,5,5
45,51,4.5,5,3
55,51,6.940220937885672,5,5
49,51,5.366563145999495,5,4
87,51,5.692099788303082,3,4
86,51,9.803060746521975,5,5
55,51,6.717514421272201,4,5
62,51,3.401680257083045,4,2
60,51,7.756717518813398,5,5
71,51,4.47213595499958,5,3
104,51,8.660254037844387,4,5
71,67,5.2915026221291805,5,4
323,67,4.949747468305833,5,3
157,67,2.82842712474619,4,2
45,67,6.940220937885672,2,5
58,67,-1.1547005383792517,5,1
39,67,2.6832815729997477,5,2
62,67,4.024922359499621,4,3
63,67,6.0,2,4
71,67,4.024922359499621,3,3
131,67,0.9045340337332909,2,1
115,67,6.047431568147635,5,4
129,67,4.157609203101499,5,3
297,67,10.67156750159865,5,5
66,67,5.366563145999495,1,4
43,67,4.47213595499958,5,3
48,67,6.666666666666667,5,5
786,67,6.090776713655637,3,4
28,67,0.0,1,1
57,67,6.260990336999411,5,4
58,67,4.041451884327381,2,3
66,67,4.47213595499958,5,3
279,67,7.341303483857976,5,5
81,67,5.303300858899106,5,4
300,67,-2.23606797749979,1,1
153,67,4.522670168666455,5,3
164,67,8.819620983110005,5,5
251,67,6.92820323027551,3,5
130,67,6.80336051416609,4,5
173,67,6.062177826491071,5,4
262,67,6.948792289723034,5,5
43,67,5.196152422706632,5,4
151,67,3.3333333333333335,2,2
101,67,0.8164965809277261,2,1
45,67,6.260990336999411,5,4
53,67,0.5,2,1
78,67,5.813776741499453,5,4
69,67,-0.7071067811865475,2,1
72,67,4.618802153517007,3,3
51,67,2.5,4,2
473,67,10.660035817780521,5,5
206,67,4.0,5,3
61,67,3.3333333333333335,5,2
103,67,4.157609203101499,5,3
274,67,7.0,5,5
170,67,1.8973665961010275,3,1
118,67,8.0,5,5
63,67,1.2247448713915892,1,1
93,67,7.3484692283495345,4,5
67,67,-2.1213203435596424,1,1
73,67,-1.0,1,1
32,67,3.0,5,2
89,67,4.0,5,3
191,67,4.437601569801833,5,3
111,67,4.913538149119954,1,3
282,67,5.3452248382484875,5,4
84,67,6.260990336999411,5,4
226,67,6.3508529610858835,5,4
74,67,4.47213595499958,1,3
174,67,8.082903768654761,5,5
43,67,5.196152422706632,2,4
157,67,4.041451884327381,5,3
205,67,5.692099788303082,5,4
156,67,4.27617987059879,5,3
131,67,5.2915026221291805,5,4
53,67,1.7320508075688774,5,1
69,67,0.0,5,1
54,67,3.2659863237109046,4,2
552,61,6.255432421712244,3,4
80,61,2.4494897427831783,4,2
233,61,4.008918628686366,4,3
162,61,3.1304951684997055,4,2
299,61,3.198010745334156,4,2
207,61,3.181980515339464,5,2
35,61,4.0,4,3
194,61,3.3166247903554,5,2
222,61,-1.5118578920369088,4,1
160,61,1.414213562373095,3,1
91,61,4.913538149119954,5,3
222,61,5.0,3,3
136,61,3.7527767497325675,5,2
151,61,-0.8164965809277261,2,1
302,61,5.077963596336064,4,4
139,61,4.596194077712559,4,3
190,61,-1.1338934190276817,3,1
159,61,5.65685424949238,4,4
236,61,0.0,3,1
236,61,0.48507125007266594,2,1
36,61,4.596194077712559,3,3
189,61,1.8090680674665818,2,1
180,61,2.412090756622109,3,2
147,61,2.23606797749979,4,2
441,61,4.58257569495584,4,3
578,61,2.182178902359924,2,2
160,61,-2.1105794120443453,2,1
255,61,3.7527767497325675,5,2
134,61,3.6181361349331636,3,2
239,61,-0.9428090415820635,2,1
267,61,4.041451884327381,5,3
187,61,2.846049894151541,3,2
141,61,2.23606797749979,4,2
169,61,7.7658027471532085,2,5
232,61,4.714045207910317,1,3
119,61,1.0606601717798212,3,1
179,61,4.913538149119954,4,3
136,61,4.08248290463863,4,3
147,61,4.27617987059879,4,3
83,61,4.08248290463863,5,3
262,61,2.598076211353316,2,2
291,61,4.131182235954578,5,3
137,61,3.162277660168379,4,2
231,61,1.507556722888818,3,1
118,61,2.6457513110645903,3,2
38,61,2.23606797749979,4,2
61,61,3.464101615137755,5,2
271,61,8.528028654224418,3,5
208,61,7.333333333333333,5,5
273,61,3.927922024247863,5,3
366,61,4.1461399144838555,5,3
145,61,5.669467095138408,4,4
110,61,4.024922359499621,4,3
308,61,1.507556722888818,5,1
152,61,2.5298221281347035,4,2
299,61,2.6726124191242437,4,2
225,61,1.1547005383792517,3,1
275,61,4.041451884327381,5,3
337,61,4.364357804719848,4,3
245,61,6.639528095680697,4,5
166,61,2.886751345948129,1,2
86,69,4.898979485566357,4,3
93,69,0.7071067811865475,3,1
61,69,4.041451884327381,3,3
105,69,4.535573676110727,4,3
75,69,3.0,3,2
160,69,6.062177826491071,4,4
31,69,1.3416407864998738,5,1
86,69,1.5118578920369088,2,1
183,69,6.147008563985761,4,4
53,69,0.8944271909999159,5,1
92,69,4.157609203101499,3,3
132,69,0.7559289460184544,3,1
67,69,6.260990336999411,4,4
30,69,-2.0,3,1
204,69,6.063390625908324,4,4
38,69,3.0,4,2
68,69,-0.4082482904638631,2,1
143,69,6.97137002317335,4,5
49,69,3.5777087639996634,3,2
32,69,4.041451884327381,4,3
69,69,-0.3779644730092272,3,1
28,69,4.0,4,3
95,69,1.5,2,1
65,69,1.1547005383792517,3,1
68,69,0.5,3,1
77,69,3.5777087639996634,3,2
65,69,3.1304951684997055,4,2
131,69,7.0,4,5
22,69,5.30722777603022,4,4
131,69,1.8973665961010275,2,1
19,69,1.5,4,1
73,69,5.715476066494083,4,4
62,69,4.242640687119285,3,3
24,69,0.7071067811865475,5,1
26,69,5.196152422706632,5,4
105,69,4.157609203101499,4,3
66,69,5.813776741499453,4,4
82,69,4.08248290463863,4,3
76,69,2.041241452319315,5,2
132,69,3.794733192202055,4,3
35,69,6.260990336999411,5,4
27,69,4.618802153517007,5,3
146,69,5.4272042023997455,3,4
19,69,0.5773502691896258,3,1
31,69,3.0,3,2
93,69,5.30722777603022,4,4
113,69,2.5298221281347035,4,2
166,69,0.2672612419124244,3,1
328,69,-3.2118202741878643,1,1
202,69,2.138089935299395,2,2
46,69,3.5355339059327373,3,2
58,69,3.464101615137755,3,2
52,69,4.618802153517007,5,3
56,69,5.715476066494083,5,4
84,69,4.08248290463863,4,3
66,69,5.65685424949238,4,4
31,69,4.041451884327381,5,3
37,69,1.5,2,1
142,69,4.157609203101499,3,3
29,69,2.041241452319315,4,2
69,69,5.2915026221291805,5,4
20,69,3.0,5,2
100,69,3.5355339059327373,3,2
264,69,1.8708286933869707,3,1
110,69,0.7071067811865475,2,1
73,69,4.4907311951024935,2,3
201,69,3.2659863237109046,3,2
24,69,6.5,3,4
46,69,0.5773502691896258,4,1
123,72,7.071067811865475,4,5
237,72,4.666666666666667,3,3
25,72,0.0,4,1
110,72,6.6332495807108,5,5
86,72,1.7888543819998317,4,1
20,72,4.618802153517007,4,3
88,72,3.401680257083045,3,2
116,72,1.0,4,1
146,72,5.692099788303082,5,4
95,72,5.375872022286244,4,4
62,72,2.0,4,1
136,72,2.8577380332470415,4,2
59,72,3.6742346141747673,5,2
340,72,3.2071349029490928,3,2
51,72,4.5,4,3
93,72,5.2915026221291805,5,4
75,72,4.4907311951024935,4,3
198,72,7.505553499465135,4,5
82,72,3.464101615137755,3,2
87,72,3.0,4,2
140,72,5.5,3,4
94,72,5.692099788303082,4,4
87,72,1.3333333333333333,4,1
119,72,2.82842712474619,5,2
136,72,2.8577380332470415,4,2
93,72,6.5,4,4
81,72,5.303300858899106,4,4
24,72,3.0,4,2
44,72,2.23606797749979,4,2
57,72,6.363961030678928,3,4
125,72,0.5773502691896258,3,1
97,72,5.0,4,3
59,72,6.0,4,4
168,72,3.1754264805429417,3,2
52,72,7.559289460184544,4,5
95,72,6.363961030678928,4,4
44,72,5.669467095138408,5,4
62,72,5.5,4,4
141,72,5.303300858899106,4,4
128,72,5.30722777603022,4,4
85,72,4.898979485566357,4,3
75,72,6.123724356957946,4,4
26,72,0.5,4,1
39,72,4.242640687119285,3,3
67,72,7.937253933193771,4,5
56,72,6.363961030678928,5,4
112,72,7.794228634059948,5,5
59,72,2.0,4,1
162,72,4.242640687119285,4,3
61,72,2.0,2,1
35,72,5.813776741499453,4,4
133,72,7.505553499465135,4,5
74,72,3.779644730092272,5,3
61,72,2.6832815729997477,3,2
91,72,4.4907311951024935,4,3
66,72,6.0,4,4
109,72,6.80336051416609,4,5
74,72,1.414213562373095,4,1
54,72,2.0,4,1
118,72,4.913538149119954,4,3
108,72,5.0,4,3
116,72,4.041451884327381,4,3
73,72,4.0,4,3
79,72,6.123724356957946,5,4
122,72,7.273238618387272,4,5
42,72,1.7320508075688774,4,1
37,72,1.1547005383792517,4,1
98,72,1.8973665961010275,4,1
62,72,2.23606797749979,2,2
107,72,2.4748737341529163,4,2
36,72,5.0,4,3
114,72,4.618802153517007,5,3
67,51,6.957010852370434,3,5
107,51,1.3333333333333333,3,1
175,51,-0.8320502943378437,1,1
176,51,6.92820323027551,5,5
232,51,11.403946685248927,5,5
200,51,9.346851681910673,4,5
86,51,5.375872022286244,5,4
197,51,8.597853041491051,5,5
175,51,10.539303728279354,4,5
111,51,7.333333333333333,4,5
69,51,3.5,4,2
135,51,5.65685424949238,4,4
85,51,0.6324555320336759,3,1
86,51,3.1304951684997055,2,2
122,51,4.0,4,3
134,51,7.505553499465135,5,5
221,51,8.0,3,5
119,51,7.7658027471532085,4,5
141,51,7.0,4,5
94,51,9.621404708847278,4,5
143,51,8.442317648177381,5,5
130,51,8.660254037844387,4,5
131,51,0.4472135954999579,1,1
79,51,3.5355339059327373,1,2
174,51,9.2951600308978,5,5
116,51,3.6742346141747673,2,2
68,51,6.717514421272201,3,5
167,51,6.10170215847752,5,4
130,51,-2.5,1,1
123,51,6.00832755431992,3,4
134,51,4.024922359499621,5,3
153,51,7.505553499465135,5,5
125,51,6.00832755431992,5,4
113,51,3.1304951684997055,4,2
182,51,7.761140001162655,4,5
95,51,4.898979485566357,3,3
153,51,3.2659863237109046,3,2
80,51,0.8944271909999159,2,1
133,51,5.692099788303082,4,4
152,51,1.6666666666666667,1,1
72,51,4.919349550499537,4,3
89,51,2.1213203435596424,1,2
128,51,6.363961030678928,4,4
118,51,5.0,4,3
196,51,8.27345151674922,5,5
99,51,3.0,4,2
140,51,3.464101615137755,2,2
159,51,4.221158824088691,4,3
