SAnorm_score,value_stars
7.505553499465135,5
2.82842712474619,2
5.303300858899106,4
-3.7416573867739413,1
3.9196474795109273,3
4.913538149119954,3
3.6742346141747673,2
8.043152845265823,5
-2.0,1
0.4082482904638631,1
1.889822365046136,1
2.412090756622109,2
1.697749375254331,1
3.181980515339464,2
4.157609203101499,3
1.4142135623730951,1
6.425396041156863,4
6.313641498019764,4
1.1094003924504583,1
0.2886751345948129,1
5.590169943749474,4
4.907477288111819,3
6.5,4
5.578319375835658,4
3.1304951684997055,2
4.949747468305833,3
4.4907311951024935,3
1.889822365046136,1
5.669467095138408,4
3.779644730092272,3
4.913538149119954,3
0.8164965809277261,1
0.6666666666666666,1
6.047431568147635,4
9.346851681910673,5
4.437601569801833,3
3.5355339059327373,2
7.756717518813398,5
6.010407640085654,4
5.612486080160912,4
2.138089935299395,2
6.83536555146996,5
7.071067811865475,5
2.8867513459481287,2
4.913538149119954,3
2.0851441405707476,2
2.9417420270727606,2
2.2677868380553634,2
4.041451884327381,3
3.464101615137755,2
6.666666666666667,5
4.2,3
4.0,3
2.846049894151541,2
0.2672612419124244,1
1.7320508075688774,1
2.7529888064467407,2
8.497058314499201,5
2.138089935299395,2
2.0,1
-0.2581988897471611,1
5.196152422706632,4
-2.0,1
6.425396041156863,4
9.458889376416986,5
4.242640687119285,3
5.5,4
5.3452248382484875,4
8.262364471909155,5
3.8829013735766043,3
9.03696114115064,5
4.47213595499958,3
6.260990336999411,4
1.386750490563073,1
3.0,2
4.041451884327381,3
0.22941573387056174,1
6.790997501017324,5
6.0,4
11.156638751671316,5
4.919349550499537,3
10.842749530967888,5
3.0,2
6.948792289723034,5
-1.7888543819998317,1
4.913538149119954,3
4.0,3
3.1304951684997055,2
-2.3094010767585034,1
2.42535625036333,2
6.934760925288564,5
6.80336051416609,5
3.6181361349331636,2
6.333333333333333,4
6.128258770283413,4
5.0,3
2.4053511772118195,2
10.394023007753749,5
1.889822365046136,1
3.779644730092272,3
6.196773353931867,4
5.196152422706632,4
2.8577380332470415,2
5.5,4
-1.8090680674665818,1
0.0,1
-2.0,1
-0.3779644730092272,1
-2.2677868380553634,1
-0.5773502691896258,1
3.0237157840738176,2
-0.769800358919501,1
-1.0,1
-0.8944271909999159,1
3.015113445777636,2
-0.5,1
-2.0,1
0.4082482904638631,1
-1.0327955589886444,1
2.4494897427831783,2
0.0,1
1.0,1
2.5,2
2.4494897427831783,2
3.5355339059327373,2
2.5,2
6.047431568147635,4
4.157609203101499,3
1.3333333333333333,1
0.35355339059327373,1
0.0,1
0.4082482904638631,1
2.886751345948129,2
-2.886751345948129,1
0.5,1
-0.31622776601683794,1
-0.8944271909999159,1
3.7527767497325675,2
2.0,1
-2.0,1
0.0,1
1.6666666666666667,1
5.0,3
1.7677669529663687,1
5.65685424949238,4
-2.0,1
6.3790522565901355,4
-2.0,1
-0.4472135954999579,1
0.8944271909999159,1
3.2659863237109046,2
-0.5,1
3.6380343755449944,2
3.6742346141747673,2
4.949747468305833,3
-1.414213562373095,1
-1.414213562373095,1
2.5,2
4.427188724235731,3
-2.0,1
5.728715546977509,4
5.125692857821981,4
0.7559289460184544,1
4.5,3
6.123724356957946,4
0.0,1
3.75,2
4.5,3
4.041451884327381,3
0.8944271909999159,1
3.5777087639996634,2
-0.4082482904638631,1
-0.31622776601683794,1
0.7071067811865475,1
-1.889822365046136,1
-5.4272042023997455,1
0.7071067811865475,1
0.7071067811865475,1
4.0,3
5.366563145999495,4
4.024922359499621,3
6.531972647421809,5
4.543441112511214,3
2.0124611797498106,2
-2.886751345948129,1
3.5355339059327373,2
2.6832815729997477,2
1.7320508075688774,1
5.547001962252292,4
1.8973665961010275,1
2.5,2
-0.2182178902359924,1
4.902903378454601,3
4.85071250072666,3
6.030226891555272,4
2.9848100289785457,2
1.8569533817705188,1
2.0,1
4.907477288111819,3
4.041451884327381,3
3.1754264805429417,2
2.32379000772445,2
1.3333333333333333,1
-0.17407765595569785,1
1.2649110640673518,1
2.0,1
1.2247448713915892,1
0.7071067811865475,1
-1.2,1
4.5,3
5.077963596336064,4
2.3333333333333335,2
3.7416573867739413,2
1.697749375254331,1
6.880975663883468,5
3.181980515339464,2
3.061862178478973,2
5.25,4
0.48507125007266594,1
1.8973665961010275,1
-0.8528028654224417,1
3.0641293851417064,2
4.0,3
1.3333333333333333,1
6.0,4
7.613508865259127,5
-0.48507125007266594,1
-2.82842712474619,1
4.714045207910317,3
0.9045340337332909,1
2.401922307076307,2
4.314554973040049,3
4.919349550499537,3
7.506518906054692,5
6.090776713655637,4
3.1754264805429417,2
2.2677868380553634,2
2.23606797749979,2
4.478342947514801,3
-0.4472135954999579,1
-0.8660254037844387,1
1.1094003924504583,1
4.618802153517007,3
6.0,4
3.9196474795109273,3
3.5355339059327373,2
6.0,4
1.1547005383792517,1
0.0,1
-2.0,1
4.618802153517007,3
3.0237157840738176,2
5.30722777603022,4
2.23606797749979,2
-3.181980515339464,1
-4.024922359499621,1
0.0,1
4.5,3
5.715476066494083,4
2.82842712474619,2
1.0,1
4.041451884327381,3
3.0,2
4.535573676110727,3
5.773502691896258,4
2.82842712474619,2
7.7658027471532085,5
-2.1213203435596424,1
5.65685424949238,4
4.4907311951024935,3
2.0,1
5.5,4
-2.4494897427831783,1
4.041451884327381,3
3.5355339059327373,2
1.5,1
4.618802153517007,3
-1.5118578920369088,1
6.7082039324993685,5
1.6329931618554523,1
-1.0,1
4.041451884327381,3
4.5,3
4.618802153517007,3
-2.0,1
6.0,4
-2.5,1
3.464101615137755,2
0.7071067811865475,1
-0.5773502691896258,1
1.7888543819998317,1
1.7320508075688774,1
3.5355339059327373,2
0.5773502691896258,1
2.6457513110645903,2
6.260990336999411,4
4.041451884327381,3
3.5777087639996634,2
-2.0,1
2.0,1
6.260990336999411,4
4.596194077712559,3
1.0,1
5.65685424949238,4
2.840187787218772,2
4.618802153517007,3
4.0,3
-2.5,1
4.535573676110727,3
5.196152422706632,4
6.531972647421809,5
4.913538149119954,3
5.196152422706632,4
2.0,1
4.949747468305833,3
0.0,1
-3.401680257083045,1
3.0,2
4.242640687119285,3
6.5,4
9.648363026488436,5
6.531972647421809,5
5.30722777603022,4
4.618802153517007,3
5.813776741499453,4
8.743828992755144,5
6.425396041156863,4
5.65685424949238,4
7.155417527999327,5
3.401680257083045,2
4.041451884327381,3
4.041451884327381,3
8.854377448471462,5
4.898979485566357,3
8.285098499285157,5
6.333333333333333,4
-0.30151134457776363,1
2.6832815729997477,2
9.0,5
5.303300858899106,4
7.181324987175317,5
7.071067811865475,5
8.442317648177381,5
8.043152845265823,5
4.024922359499621,3
7.273238618387272,5
2.3094010767585034,2
5.196152422706632,4
6.260990336999411,4
5.196152422706632,4
4.898979485566357,3
6.363961030678928,4
5.669467095138408,4
5.813776741499453,4
7.071067811865475,5
2.8577380332470415,2
6.6332495807108,5
9.192388155425117,5
6.010407640085654,4
8.48528137423857,5
7.7781745930520225,5
4.5,3
6.940220937885672,5
5.366563145999495,4
5.692099788303082,4
9.803060746521975,5
6.717514421272201,5
3.401680257083045,2
7.756717518813398,5
4.47213595499958,3
8.660254037844387,5
5.2915026221291805,4
4.949747468305833,3
2.82842712474619,2
6.940220937885672,5
-1.1547005383792517,1
2.6832815729997477,2
4.024922359499621,3
6.0,4
4.024922359499621,3
0.9045340337332909,1
6.047431568147635,4
4.157609203101499,3
10.67156750159865,5
5.366563145999495,4
4.47213595499958,3
6.666666666666667,5
6.090776713655637,4
0.0,1
6.260990336999411,4
4.041451884327381,3
4.47213595499958,3
7.341303483857976,5
5.303300858899106,4
-2.23606797749979,1
4.522670168666455,3
8.819620983110005,5
6.92820323027551,5
6.80336051416609,5
6.062177826491071,4
6.948792289723034,5
5.196152422706632,4
3.3333333333333335,2
0.8164965809277261,1
6.260990336999411,4
0.5,1
5.813776741499453,4
-0.7071067811865475,1
4.618802153517007,3
2.5,2
10.660035817780521,5
4.0,3
3.3333333333333335,2
4.157609203101499,3
7.0,5
1.8973665961010275,1
8.0,5
1.2247448713915892,1
7.3484692283495345,5
-2.1213203435596424,1
-1.0,1
3.0,2
4.0,3
4.437601569801833,3
4.913538149119954,3
5.3452248382484875,4
6.260990336999411,4
6.3508529610858835,4
4.47213595499958,3
8.082903768654761,5
5.196152422706632,4
4.041451884327381,3
5.692099788303082,4
4.27617987059879,3
5.2915026221291805,4
1.7320508075688774,1
0.0,1
3.2659863237109046,2
6.255432421712244,4
2.4494897427831783,2
4.008918628686366,3
3.1304951684997055,2
3.198010745334156,2
3.181980515339464,2
4.0,3
3.3166247903554,2
-1.5118578920369088,1
1.414213562373095,1
4.913538149119954,3
5.0,3
3.7527767497325675,2
-0.8164965809277261,1
5.077963596336064,4
4.596194077712559,3
-1.1338934190276817,1
5.65685424949238,4
0.0,1
0.48507125007266594,1
4.596194077712559,3
1.8090680674665818,1
2.412090756622109,2
2.23606797749979,2
4.58257569495584,3
2.182178902359924,2
-2.1105794120443453,1
3.7527767497325675,2
3.6181361349331636,2
-0.9428090415820635,1
4.041451884327381,3
2.846049894151541,2
2.23606797749979,2
7.7658027471532085,5
4.714045207910317,3
1.0606601717798212,1
4.913538149119954,3
4.08248290463863,3
4.27617987059879,3
4.08248290463863,3
2.598076211353316,2
4.131182235954578,3
3.162277660168379,2
1.507556722888818,1
2.6457513110645903,2
2.23606797749979,2
3.464101615137755,2
8.528028654224418,5
7.333333333333333,5
3.927922024247863,3
4.1461399144838555,3
5.669467095138408,4
4.024922359499621,3
1.507556722888818,1
2.5298221281347035,2
2.6726124191242437,2
1.1547005383792517,1
4.041451884327381,3
4.364357804719848,3
6.639528095680697,5
2.886751345948129,2
4.898979485566357,3
0.7071067811865475,1
4.041451884327381,3
4.535573676110727,3
3.0,2
6.062177826491071,4
1.3416407864998738,1
1.5118578920369088,1
6.147008563985761,4
0.8944271909999159,1
4.157609203101499,3
0.7559289460184544,1
6.260990336999411,4
-2.0,1
6.063390625908324,4
3.0,2
-0.4082482904638631,1
6.97137002317335,5
3.5777087639996634,2
4.041451884327381,3
-0.3779644730092272,1
4.0,3
1.5,1
1.1547005383792517,1
0.5,1
3.5777087639996634,2
3.1304951684997055,2
7.0,5
5.30722777603022,4
1.8973665961010275,1
1.5,1
5.715476066494083,4
4.242640687119285,3
0.7071067811865475,1
5.196152422706632,4
4.157609203101499,3
5.813776741499453,4
4.08248290463863,3
2.041241452319315,2
3.794733192202055,3
6.260990336999411,4
4.618802153517007,3
5.4272042023997455,4
0.5773502691896258,1
3.0,2
5.30722777603022,4
2.5298221281347035,2
0.2672612419124244,1
-3.2118202741878643,1
2.138089935299395,2
3.5355339059327373,2
3.464101615137755,2
4.618802153517007,3
5.715476066494083,4
4.08248290463863,3
5.65685424949238,4
4.041451884327381,3
1.5,1
4.157609203101499,3
2.041241452319315,2
5.2915026221291805,4
3.0,2
3.5355339059327373,2
1.8708286933869707,1
0.7071067811865475,1
4.4907311951024935,3
3.2659863237109046,2
6.5,4
0.5773502691896258,1
7.071067811865475,5
4.666666666666667,3
0.0,1
6.6332495807108,5
1.7888543819998317,1
4.618802153517007,3
3.401680257083045,2
1.0,1
5.692099788303082,4
5.375872022286244,4
2.0,1
2.8577380332470415,2
3.6742346141747673,2
3.2071349029490928,2
4.5,3
5.2915026221291805,4
4.4907311951024935,3
7.505553499465135,5
3.464101615137755,2
3.0,2
5.5,4
5.692099788303082,4
1.3333333333333333,1
2.82842712474619,2
2.8577380332470415,2
6.5,4
5.303300858899106,4
3.0,2
2.23606797749979,2
6.363961030678928,4
0.5773502691896258,1
5.0,3
6.0,4
3.1754264805429417,2
7.559289460184544,5
6.363961030678928,4
5.669467095138408,4
5.5,4
5.303300858899106,4
5.30722777603022,4
4.898979485566357,3
6.123724356957946,4
0.5,1
4.242640687119285,3
7.937253933193771,5
6.363961030678928,4
7.794228634059948,5
2.0,1
4.242640687119285,3
2.0,1
5.813776741499453,4
7.505553499465135,5
3.779644730092272,3
2.6832815729997477,2
4.4907311951024935,3
6.0,4
6.80336051416609,5
1.414213562373095,1
2.0,1
4.913538149119954,3
5.0,3
4.041451884327381,3
4.0,3
6.123724356957946,4
7.273238618387272,5
1.7320508075688774,1
1.1547005383792517,1
1.8973665961010275,1
2.23606797749979,2
2.4748737341529163,2
5.0,3
4.618802153517007,3
6.957010852370434,5
1.3333333333333333,1
-0.8320502943378437,1
6.92820323027551,5
11.403946685248927,5
9.346851681910673,5
5.375872022286244,4
8.597853041491051,5
10.539303728279354,5
7.333333333333333,5
3.5,2
5.65685424949238,4
0.6324555320336759,1
3.1304951684997055,2
4.0,3
7.505553499465135,5
8.0,5
7.7658027471532085,5
7.0,5
9.621404708847278,5
8.442317648177381,5
8.660254037844387,5
0.4472135954999579,1
3.5355339059327373,2
9.2951600308978,5
3.6742346141747673,2
6.717514421272201,5
6.10170215847752,4
-2.5,1
6.00832755431992,4
4.024922359499621,3
7.505553499465135,5
6.00832755431992,4
3.1304951684997055,2
7.761140001162655,5
4.898979485566357,3
3.2659863237109046,2
0.8944271909999159,1
5.692099788303082,4
1.6666666666666667,1
4.919349550499537,3
2.1213203435596424,2
6.363961030678928,4
5.0,3
8.27345151674922,5
3.0,2
3.464101615137755,2
4.221158824088691,3
9.346851681910673,5
4.596194077712559,3
7.3484692283495345,5
-4.919349550499537,1
-3.771236166328254,1
-0.5,1
4.437601569801833,3
-2.3094010767585034,1
4.5,3
4.4907311951024935,3
-0.2773500981126146,1
2.6666666666666665,2
0.0,1
4.898979485566357,3
3.5355339059327378,2
3.8829013735766043,3
4.25,3
4.242640687119285,3
3.464101615137755,2
4.666666666666667,3
5.612486080160912,4
0.6666666666666666,1
1.1338934190276817,1
8.573214099741124,5
6.010407640085654,4
3.181980515339464,2
2.82842712474619,2
3.5355339059327373,2
-1.0,1
3.0237157840738176,2
8.314827937868806,5
4.242640687119285,3
1.7888543819998317,1
1.6641005886756874,1
1.6666666666666667,1
4.75,3
0.0,1
3.0,2
0.0,1
6.948792289723034,5
0.0,1
3.0,2
-0.3779644730092272,1
3.478505426185217,2
2.6457513110645903,2
1.0,1
2.4494897427831783,2
3.5777087639996634,2
1.0,1
3.464101615137755,2
4.5,3
1.889822365046136,1
3.6055512754639896,2
0.0,1
6.3508529610858835,4
1.6329931618554523,1
4.898979485566357,3
0.7071067811865475,1
3.5355339059327373,2
2.1213203435596424,2
2.82842712474619,2
6.425396041156863,4
1.3416407864998738,1
4.0,3
3.3166247903554,2
6.894291116568838,5
2.82842712474619,2
4.129483209670111,3
0.0,1
1.0606601717798212,1
-1.1338934190276817,1
4.90361647617904,3
4.898979485566357,3
4.4907311951024935,3
6.957010852370434,5
-4.115966043420212,1
5.65685424949238,4
0.5773502691896258,1
2.4494897427831783,2
1.5,1
7.559289460184544,5
3.5355339059327373,2
8.369089954509192,5
8.01387685344754,5
1.2247448713915892,1
2.4494897427831783,2
7.839294959021855,5
3.6181361349331636,2
6.92820323027551,5
-2.2188007849009166,1
5.65685424949238,4
5.824352060364906,4
3.181980515339464,2
1.7320508075688774,1
4.024922359499621,3
0.9486832980505138,1
5.303300858899106,4
6.546536707079771,5
5.4272042023997455,4
8.488382153210784,5
4.913538149119954,3
5.047146145152358,3
3.5355339059327373,2
3.0,2
5.484827557301445,4
2.8577380332470415,2
6.047431568147635,4
-0.9486832980505138,1
3.6666666666666665,2
0.2672612419124244,1
5.2915026221291805,4
8.25,5
-0.5773502691896258,1
7.483314773547883,5
4.437601569801833,3
5.375872022286244,4
4.427188724235731,3
5.484827557301445,4
9.383369280147672,5
1.7677669529663687,1
7.211102550927979,5
6.931810730249348,5
4.358898943540673,3
8.9489291724392,5
6.123724356957946,4
5.824352060364906,4
-1.507556722888818,1
2.23606797749979,2
9.216353751380653,5
5.484827557301445,4
-2.5,1
1.8973665961010275,1
-4.041451884327381,1
6.0,4
6.940220937885672,5
4.535573676110727,3
1.1547005383792517,1
6.3508529610858835,4
8.017837257372731,5
0.0,1
7.071067811865475,5
5.0,3
6.934760925288564,5
2.886751345948129,2
4.008918628686366,3
5.366563145999495,4
3.464101615137755,2
1.3416407864998738,1
5.813776741499453,4
3.6742346141747673,2
4.041451884327381,3
6.260990336999411,4
4.041451884327381,3
0.0,1
-0.7071067811865475,1
3.0,2
1.3416407864998738,1
4.618802153517007,3
3.779644730092272,3
5.2915026221291805,4
3.5355339059327373,2
5.5,4
2.23606797749979,2
3.1304951684997055,2
6.7082039324993685,5
6.333333333333333,4
6.717514421272201,5
3.464101615137755,2
5.375872022286244,4
4.110960958218893,3
4.08248290463863,3
4.242640687119285,3
2.23606797749979,2
4.898979485566357,3
7.216878364870323,5
3.0237157840738176,2
6.425396041156863,4
6.425396041156863,4
2.0,1
3.5355339059327373,2
1.414213562373095,1
4.596194077712559,3
7.839294959021855,5
5.2915026221291805,4
8.0,5
5.715476066494083,4
5.196152422706632,4
3.5355339059327373,2
6.7082039324993685,5
7.0,5
5.0,3
4.333333333333333,3
6.957010852370434,5
3.0,2
-4.242640687119285,1
0.0,1
3.5777087639996634,2
3.5,2
4.913538149119954,3
3.2659863237109046,2
2.0,1
3.0,2
2.0,1
2.82842712474619,2
6.047431568147635,4
1.414213562373095,1
3.464101615137755,2
3.401680257083045,2
0.0,1
4.041451884327381,3
2.0,1
2.3094010767585034,2
0.5,1
6.531972647421809,5
6.0,4
4.242640687119285,3
3.0,2
2.5,2
6.531972647421809,5
4.08248290463863,3
3.0,2
6.123724356957946,4
2.0,1
2.886751345948129,2
5.269651864139677,4
0.0,1
3.5355339059327373,2
7.333333333333333,5
2.82842712474619,2
2.1213203435596424,2
3.8890872965260113,3
3.0,2
3.05085107923876,2
2.6832815729997477,2
4.242640687119285,3
5.2915026221291805,4
3.1304951684997055,2
3.5777087639996634,2
5.669467095138408,4
2.886751345948129,2
3.0237157840738176,2
2.886751345948129,2
3.1304951684997055,2
1.414213562373095,1
4.743416490252569,3
5.30722777603022,4
2.0,1
3.464101615137755,2
5.773502691896258,4
2.0,1
5.715476066494083,4
0.7071067811865475,1
3.779644730092272,3
1.507556722888818,1
0.0,1
2.0,1
3.464101615137755,2
5.269651864139677,4
3.2659863237109046,2
4.110960958218893,3
-3.401680257083045,1
7.794228634059948,5
4.666666666666667,3
3.75,2
0.7071067811865475,1
3.478505426185217,2
3.0237157840738176,2
-1.1094003924504583,1
2.5,2
4.08248290463863,3
3.464101615137755,2
4.041451884327381,3
3.8890872965260113,3
4.596194077712559,3
1.5,1
5.4272042023997455,4
0.6030226891555273,1
4.949747468305833,3
3.779644730092272,3
0.0,1
4.4907311951024935,3
1.2247448713915892,1
2.1213203435596424,2
5.728715546977509,4
5.65685424949238,4
2.23606797749979,2
4.913538149119954,3
1.5,1
4.0,3
-0.6324555320336759,1
3.464101615137755,2
3.0,2
4.743416490252569,3
-5.047146145152358,1
10.370899457402698,5
4.242640687119285,3
6.3790522565901355,4
2.065591117977289,2
5.9648090806346055,4
6.0,4
2.5,2
7.0710678118654755,5
6.331738236133036,4
4.47213595499958,3
3.3333333333333335,2
11.327415628800164,5
2.1320071635561044,2
7.559289460184544,5
-1.1547005383792517,1
8.549090976340066,5
5.196152422706632,4
1.5118578920369088,1
6.0,4
0.31622776601683794,1
7.905694150420948,5
5.059644256269407,3
5.65685424949238,4
9.391485505499116,5
5.30722777603022,4
7.602631123499284,5
1.7320508075688772,1
7.58946638440411,5
5.30722777603022,4
4.0,3
9.19238815542512,5
1.7320508075688774,1
7.833333333333333,5
10.606601717798213,5
6.123724356957946,4
8.731282501307987,5
2.041241452319315,2
-0.5773502691896258,1
6.666666666666667,5
8.6,5
7.505553499465135,5
10.91089451179962,5
8.262364471909155,5
4.27617987059879,3
8.333333333333334,5
7.25,5
3.0,2
6.688444820557844,5
3.328201177351375,2
3.181980515339464,2
3.3333333333333335,2
7.570719217728538,5
6.425396041156863,4
2.0,1
7.58946638440411,5
11.726039399558573,5
4.041451884327381,3
6.425396041156863,4
4.898979485566357,3
6.531972647421809,5
8.246211251235321,5
5.375872022286244,4
3.1304951684997055,2
11.156638751671316,5
10.069756700139283,5
1.414213562373095,1
8.017837257372731,5
5.0,3
6.333333333333333,4
3.162277660168379,2
6.882472016116853,5
6.2,4
8.181649829917799,5
9.369164850721754,5
9.237604307034012,5
4.849343154722923,3
-1.5118578920369088,1
4.810702354423639,3
5.656854249492381,4
3.2118202741878643,2
5.099019513592785,4
8.763560920082657,5
2.0,1
10.398938937914904,5
5.656854249492381,4
8.981462390204987,5
5.422176684690384,4
1.885618083164127,1
1.414213562373095,1
4.75,3
5.9196002117260145,4
5.75,4
9.458889376416986,5
4.949747468305833,3
5.30722777603022,4
4.74692883171144,3
5.612486080160912,4
4.008918628686366,3
2.7136021011998728,2
5.858449331643022,4
3.464101615137755,2
7.370307223679931,5
9.644946863513557,5
2.2135943621178655,2
9.878291611472621,5
5.422176684690384,4
9.603920767980494,5
6.1942248145051675,4
9.4,5
3.8,3
5.824352060364906,4
3.1529631254723287,2
7.311261550139309,5
2.846049894151541,2
7.427813527082075,5
8.763560920082657,5
5.5432186252458715,4
6.639528095680697,5
6.572670690061993,5
6.740358479519649,5
11.166666666666666,5
4.2485291572496005,3
1.1547005383792517,1
6.75,5
1.6222142113076254,1
2.919201796799047,2
9.284766908852594,5
8.629109946080098,5
9.38083151964686,5
5.75,4
4.9923017660270625,3
2.8577380332470415,2
7.7658027471532085,5
-1.0,1
5.484827557301445,4
6.3639610306789285,4
2.0,1
1.5811388300841895,1
1.414213562373095,1
6.0,4
5.0,3
4.333333333333333,3
6.948792289723034,5
6.062177826491071,4
4.041451884327381,3
6.425396041156863,4
3.779644730092272,3
5.65685424949238,4
1.5118578920369088,1
6.0,4
3.464101615137755,2
3.2659863237109046,2
8.660254037844387,5
4.907477288111819,3
3.5777087639996634,2
3.8,3
3.6742346141747673,2
7.0,5
7.778174593052023,5
9.237604307034013,5
7.745966692414833,5
6.666666666666667,5
4.949747468305833,3
5.333333333333333,4
2.1213203435596424,2
6.717514421272201,5
3.478505426185217,2
5.65685424949238,4
5.366563145999495,4
3.2,2
4.157609203101499,3
1.9414506867883021,1
6.717514421272201,5
6.305926250944657,4
4.0,3
4.905778905196061,3
5.879747322073337,4
7.3484692283495345,5
8.778762251403478,5
3.3166247903554,2
6.948792289723034,5
3.6666666666666665,2
9.0,5
7.505553499465135,5
6.079600189283705,4
5.692099788303082,4
5.5,4
8.6,5
3.5,2
4.949747468305833,3
10.73312629199899,5
4.743416490252569,3
8.25,5
2.82842712474619,2
4.5,3
6.5,4
3.401680257083045,2
7.071067811865475,5
2.886751345948129,2
3.328201177351375,2
7.794228634059948,5
3.464101615137755,2
6.363961030678928,4
8.5,5
4.024922359499621,3
7.559289460184544,5
6.80336051416609,5
4.08248290463863,3
4.5,3
5.269651864139677,4
8.875203139603666,5
7.273238618387272,5
5.669467095138408,4
6.9829724875517565,5
6.713171133426189,5
0.5,1
0.4472135954999579,1
6.3508529610858835,4
8.01387685344754,5
8.314827937868806,5
6.236413804652249,4
1.2247448713915892,1
5.335783750799325,4
5.422176684690384,4
0.2773500981126146,1
4.242640687119285,3
-1.75,1
6.4142698058981855,4
6.331738236133036,4
3.6055512754639896,2
7.937253933193771,5
1.5118578920369088,1
4.5,3
7.826237921249263,5
2.6678918753996625,2
5.666666666666667,4
3.464101615137755,2
4.008918628686366,3
6.062177826491071,4
-0.8660254037844387,1
4.242640687119286,3
2.412090756622109,2
4.4907311951024935,3
5.30722777603022,4
3.5,2
3.3333333333333335,2
0.0,1
6.599663291074444,5
4.898979485566357,3
0.2773500981126146,1
0.4082482904638631,1
4.587317109255645,3
3.181980515339464,2
-0.5345224838248488,1
4.381780460041329,3
4.522670168666455,3
10.1418510567422,5
3.2659863237109046,2
6.7082039324993685,5
3.779644730092272,3
4.160251471689219,3
4.47213595499958,3
1.697749375254331,1
-0.3333333333333333,1
6.196773353931867,4
2.041241452319315,2
3.7123106012293743,2
